lng,lat
-1.879592,52.733436
-2.222540,52.400400
0.679496,49.519463
2.297984,54.339687
1.759520,50.531288
-2.595923,49.557150
2.254457,49.795856
-0.947225,49.269624
4.516771,51.243489
-2.143431,52.625030
1.401085,52.283206
-2.301628,54.086418
-0.934478,47.475831
-1.233275,52.330171
-1.738330,50.521351
0.526168,51.009461
0.448411,49.720407
-0.207550,47.981272
-2.023384,50.679680
0.187494,49.618158
3.331581,53.661739
-2.471389,51.712191
3.589872,52.753904
-0.477830,53.279131
2.486257,48.124153
-1.186906,52.132898
-4.904923,52.034356
-2.503345,52.191073
-1.306645,51.057707
0.105833,52.580555
0.908673,50.781445
-2.342813,49.904050
-1.610697,50.754300
-2.979825,52.706808
-2.461554,54.389994
1.440846,52.280861
-0.640384,49.832272
0.241865,55.271250
-2.008454,49.663359
-1.202582,48.855107
0.673862,49.576510
-1.148375,53.725575
-0.878567,51.639039
2.475061,52.337485
-0.327296,51.723610
-3.199338,50.777098
-1.164815,52.442412
-0.275477,50.355174
-2.099198,53.437289
-0.557360,51.750808
0.298817,52.405920
3.619341,50.004227
-2.134920,49.931635
-2.408545,52.686682
1.380109,51.780773
2.622015,53.848827
-0.051700,53.032123
0.227611,49.374178
3.665867,48.167388
-1.517222,49.206653
1.201794,53.026106
-0.861744,51.295539
-0.792906,48.613706
1.618864,53.289430
-0.631481,50.494878
0.194663,53.586309
-2.862804,49.540127
-1.416901,50.783913
-2.957725,49.492903
1.897086,54.079697
0.450719,52.769668
-0.203127,54.024109
3.011434,50.534245
-2.767569,50.947254
-2.995500,55.914622
-0.454076,55.101871
2.100593,54.100388
-0.551192,48.661735
-4.753667,53.653024
-1.012319,51.460869
2.184311,50.829298
-0.064627,52.531309
-0.667830,53.431942
4.286586,50.961119
-0.881345,48.497835
0.288320,54.680155
-1.775774,51.452310
1.454431,50.982867
-0.515072,49.749782
0.303635,52.608690
-1.373328,52.553350
-3.571576,45.556890
0.154065,52.944490
-2.343389,46.856622
-0.139939,50.521113
-0.029822,47.115395
